Path, Class
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1071.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1072.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1073.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1074.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1075.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1076.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1077.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1078.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1079.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1080.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1081.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1082.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1083.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1084.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1085.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1086.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1087.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1088.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1089.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1090.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1091.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1092.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1093.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1094.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1095.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1096.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1097.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1098.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1099.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1100.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1101.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1102.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1103.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1104.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1105.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1106.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1107.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1108.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1109.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1110.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1111.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1112.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1113.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1114.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1115.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1116.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1117.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1118.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1119.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1120.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1121.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1122.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1123.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1124.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1125.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1126.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1127.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1128.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1129.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1130.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1131.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1132.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1133.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1134.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1135.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1136.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1137.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1138.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1139.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1140.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1141.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1142.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1143.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1144.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1145.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1146.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1147.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1148.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1149.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1150.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1151.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1152.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1153.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1154.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1155.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1156.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1157.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1158.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1159.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1160.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1161.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1162.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1163.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1164.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1165.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1166.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1167.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1168.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1169.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1170.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1171.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1172.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1173.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1174.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1175.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1176.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1177.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1178.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1179.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1180.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1181.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1182.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1183.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1184.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1185.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1186.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1187.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1188.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1189.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1190.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1191.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1192.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1193.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1194.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1195.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1196.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1197.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1198.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1199.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1200.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1201.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1202.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1203.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1204.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1205.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1206.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1207.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1208.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1209.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1210.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1211.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1212.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1213.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1214.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1215.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1216.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1217.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1218.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1219.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1220.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1221.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1222.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1223.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1224.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1225.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1226.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1227.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1228.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1229.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1230.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1231.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1232.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1233.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1234.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1235.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1236.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1237.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1238.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1239.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1240.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1241.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1242.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1243.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1244.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1245.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1246.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1247.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1248.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1249.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1250.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1251.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1252.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1253.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1254.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1255.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1256.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1257.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1258.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1259.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1260.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1261.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1262.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1263.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1264.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1265.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1266.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1267.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1268.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1269.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1270.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1271.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1272.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1273.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1274.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1275.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1276.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1277.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1278.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1279.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1280.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1281.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1282.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1283.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1284.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1285.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1286.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1287.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1288.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1289.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1290.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1291.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1292.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1293.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1294.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1295.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1296.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1297.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1298.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1299.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1300.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1301.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1302.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1303.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1304.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1305.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1306.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1307.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1308.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1309.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1310.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1311.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1312.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1313.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1314.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1315.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1316.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1317.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1318.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1319.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1320.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1321.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1322.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1323.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1324.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1325.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1326.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1327.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1328.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1329.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1330.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1331.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1332.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1333.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1334.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1335.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1336.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1337.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1338.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1339.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1340.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1341.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1342.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1343.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1344.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1345.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1346.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1347.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1348.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1349.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1350.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1351.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1352.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1353.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1354.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1355.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1356.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1357.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1358.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1359.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1360.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1361.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1362.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1363.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1364.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1365.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1366.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1367.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1368.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1369.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1370.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1371.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1372.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1373.points,chair
D:\PointNet\PointNet-PyTorch-master\data\ModelNet10_\chair\train\chair1374.points,chair
